user_id,spent_money,items_quantity,recommendation_percentage
76561198068045175,709.29,71,96%
76561198068046127,4877.5599999999995,244,99%
76561198068047345,1739.1299999999999,87,94%
76561198068051926,6443.55,645,98%
76561198068054592,4877.5599999999995,244,99%
76561198068055433,6443.55,645,98%
76561198068063059,709.29,71,96%
76561198068067405,6443.55,645,98%
76561198068068898,219.89,11,100%
76561198068069208,1739.1299999999999,87,94%
76561198068070754,6443.55,645,98%
76561198068072303,1739.1299999999999,87,94%
76561198068074501,1739.1299999999999,87,94%
76561198068074897,219.78,22,100%
76561198068076807,6443.55,645,98%
76561198068077057,1739.1299999999999,87,94%
76561198068078544,6443.55,645,98%
76561198068079799,429.57,43,98%
76561198068082545,4877.5599999999995,244,99%
76561198068084323,4877.5599999999995,244,99%
76561198068084548,6443.55,645,98%
76561198068085975,149.85,15,100%
76561198068086235,219.78,22,100%
76561198068086260,39.92,8,62%
76561198068088542,709.29,71,96%
76561198068092609,6443.55,645,98%
76561198068092813,6443.55,645,98%
76561198068099335,1739.1299999999999,87,94%
76561198068099381,559.7199999999999,28,100%
76561198068099487,99.9,10,90%
76561198068101386,1739.1299999999999,87,94%
76561198068101439,6443.55,645,98%
76561198068105663,6443.55,645,98%
76561198068107878,599.6999999999999,30,93%
76561198068109588,0.0,131,85%
76561198068113267,19.99,1,100%
76561198068114873,89.91,9,89%
76561198068118209,59.96,4,100%
76561198068121796,709.29,71,96%
76561198068121865,2438.7799999999997,122,97%
76561198068121871,1739.1299999999999,87,94%
76561198068125093,2438.7799999999997,122,97%
76561198068125961,6443.55,645,98%
76561198068125971,219.78,22,100%
76561198068126013,6443.55,645,98%
76561198068126317,6443.55,645,98%
76561198068126490,1739.1299999999999,87,94%
76561198068126642,25662.88,1712,95%
76561198068127250,6443.55,645,98%
76561198068129758,2997.0,300,98%
76561198068130802,6443.55,645,98%
76561198068133166,6443.55,645,98%
76561198068133488,219.78,22,100%
76561198068133714,6443.55,645,98%
76561198068137015,6443.55,645,98%
76561198068137608,6443.55,645,98%
76561198068138788,4877.5599999999995,244,99%
76561198068139334,374.25,75,99%
76561198068141157,1739.1299999999999,87,94%
76561198068141385,239.88,12,100%
76561198068141706,339.66,34,100%
76561198068142981,6443.55,645,98%
76561198068143538,6443.55,645,98%
76561198068144203,4877.5599999999995,244,99%
76561198068144894,884.41,59,97%
76561198068145136,1739.1299999999999,87,94%
76561198068145714,219.78,22,100%
76561198068146802,89.91,9,89%
76561198068147919,1739.1299999999999,87,94%
76561198068148027,19.99,1,100%
76561198068148152,1739.1299999999999,87,94%
76561198068148799,6443.55,645,98%
76561198068149601,6443.55,645,98%
76561198068150094,1739.1299999999999,87,94%
76561198068150233,6443.55,645,98%
76561198068150429,4877.5599999999995,244,99%
76561198068151838,709.29,71,96%
76561198068152549,1739.1299999999999,87,94%
76561198068153515,1739.1299999999999,87,94%
76561198068156317,2997.0,300,98%
76561198068157614,6443.55,645,98%
76561198068157838,4877.5599999999995,244,99%
76561198068157989,6443.55,645,98%
76561198068159383,709.29,71,96%
76561198068160202,6443.55,645,98%
76561198068164387,89.91,9,100%
76561198068164834,6443.55,645,98%
76561198068165999,29.98,2,100%
76561198068167039,1739.1299999999999,87,94%
76561198068167772,0.0,131,85%
76561198068173525,9.99,1,100%
76561198068174077,6443.55,645,98%
76561198068176444,2997.0,300,98%
76561198068177281,1739.1299999999999,87,94%
76561198068177705,6443.55,645,98%
76561198068180184,54.89,11,73%
76561198068180282,6443.55,645,98%
76561198068181829,6443.55,645,98%
76561198068185303,4877.5599999999995,244,99%
76561198068186372,709.29,71,96%
76561198068186452,6443.55,645,98%
76561198068187703,6443.55,645,98%
76561198068189169,1739.1299999999999,87,94%
76561198068190141,6443.55,645,98%
76561198068191258,1739.1299999999999,87,94%
76561198068192738,4877.5599999999995,244,99%
76561198068192830,2997.0,300,98%
76561198068193782,6443.55,645,98%
76561198068194476,709.29,71,96%
76561198068195224,709.29,71,96%
76561198068196846,6443.55,645,98%
76561198068197203,709.29,71,96%
76561198068197314,6443.55,645,98%
76561198068197820,1549.3799999999999,62,94%
76561198068199080,854.4300000000001,57,96%
76561198068199539,29.98,2,100%
76561198068200102,6443.55,645,98%
76561198068200302,219.89,11,100%
76561198068202652,0.0,25,88%
76561198068203013,6443.55,645,98%
76561198068204503,709.29,71,96%
76561198068204563,709.29,71,96%
76561198068204576,1079.6399999999999,36,94%
76561198068204878,9.99,1,100%
76561198068205149,1739.1299999999999,87,94%
76561198068205361,1739.1299999999999,87,94%
76561198068206588,6443.55,645,98%
76561198068207014,6443.55,645,98%
76561198068208414,1739.1299999999999,87,94%
76561198068208903,4877.5599999999995,244,99%
76561198068210776,6443.55,645,98%
76561198068210781,89.91,9,89%
76561198068211189,219.78,22,100%
76561198068211196,19.96,4,100%
76561198068211292,6443.55,645,98%
76561198068217106,89.91,9,89%
76561198068218769,439.89000000000004,11,100%
76561198068219186,6443.55,645,98%
76561198068224653,6443.55,645,98%
76561198068225066,219.78,22,100%
76561198068225657,38.97,3,100%
76561198068226047,259.74,26,100%
76561198068229722,219.78,22,100%
76561198068230874,709.29,71,96%
76561198068230950,24.950000000000003,5,100%
76561198068231454,0.0,131,85%
76561198068232371,6443.55,645,98%
76561198068234646,339.66,34,97%
76561198068235445,219.78,22,100%
76561198068236546,6443.55,645,98%
76561198068236783,6443.55,645,98%
76561198068237685,1739.1299999999999,87,94%
76561198068239282,1739.1299999999999,87,94%
76561198068242211,1739.1299999999999,87,94%
76561198068243231,6443.55,645,98%
76561198068245973,1739.1299999999999,87,94%
76561198068247105,4877.5599999999995,244,99%
76561198068253109,6443.55,645,98%
76561198068255898,219.78,22,100%
76561198068255922,2258.87,113,99%
76561198068257050,219.78,22,100%
76561198068257561,6443.55,645,98%
76561198068259338,6443.55,645,98%
76561198068259362,6443.55,645,98%
76561198068264797,6443.55,645,98%
76561198068265276,219.89,11,100%
76561198068265347,6443.55,645,98%
76561198068265818,6443.55,645,98%
76561198068266435,6443.55,645,98%
76561198068266988,6443.55,645,98%
76561198068268682,6443.55,645,98%
76561198068269072,149.85,15,100%
76561198068270506,1739.1299999999999,87,94%
76561198068271823,179.91,9,100%
76561198068271964,29.98,2,100%
76561198068272175,4877.5599999999995,244,99%
76561198068274154,709.29,71,96%
76561198068274264,709.29,71,96%
76561198068279151,79.96,4,75%
76561198068279672,6443.55,645,98%
76561198068283461,29.97,3,100%
76561198068283671,6443.55,645,98%
76561198068285501,6443.55,645,98%
76561198068286105,1739.1299999999999,87,94%
76561198068286130,6443.55,645,98%
76561198068286422,199.89999999999998,10,100%
76561198068287113,6443.55,645,98%
76561198068289279,149.85,15,100%
76561198068292811,6443.55,645,98%
76561198068295162,179.91,9,100%
76561198068296966,1274.49,51,98%
76561198068298463,39.6,40,88%
76561198068299157,39.92,8,62%
76561198068299176,2438.7799999999997,122,97%
76561198068302605,1739.1299999999999,87,94%
76561198068305101,0.0,15,73%
76561198068305940,6443.55,645,98%
76561198068310563,6443.55,645,98%
76561198068311909,359.82,18,100%
76561198068321623,1739.1299999999999,87,94%
76561198068322600,6443.55,645,98%
76561198068325461,709.29,71,96%
76561198068326573,6443.55,645,98%
76561198068328043,6443.55,645,98%
76561198068339167,6443.55,645,98%
76561198068343507,119.92,8,100%
76561198068344183,2997.0,300,98%
76561198068344796,6443.55,645,98%
76561198068345592,6443.55,645,98%
76561198068346012,1739.1299999999999,87,94%
76561198068346107,4877.5599999999995,244,99%
76561198068346688,6443.55,645,98%
76561198068348910,9.99,1,no recommendation
76561198068351441,3599.1000000000004,90,91%
76561198068352272,1739.1299999999999,87,94%
76561198068359715,6443.55,645,98%
76561198068362484,709.29,71,96%
76561198068362994,4877.5599999999995,244,99%
76561198068363182,6443.55,645,98%
76561198068364475,0.0,25,88%
76561198068368863,49.95,5,100%
76561198068375933,1739.1299999999999,87,94%
76561198068376842,6443.55,645,98%
76561198068377798,6443.55,645,98%
76561198068381757,6443.55,645,98%
76561198068382451,1739.1299999999999,87,94%
76561198068387908,6443.55,645,98%
76561198068388326,6443.55,645,98%
76561198068392470,1739.1299999999999,87,94%
76561198068392967,6443.55,645,98%
76561198068393930,0.0,28,43%
76561198068396566,2997.0,300,98%
76561198068397506,1739.1299999999999,87,94%
76561198068399793,4877.5599999999995,244,99%
76561198068401587,6443.55,645,98%
76561198068401927,139.92999999999998,7,100%
76561198068404749,219.78,22,100%
76561198068407730,0.0,12,100%
76561198068408128,6443.55,645,98%
76561198068408232,6443.55,645,98%
76561198068409852,6443.55,645,98%
76561198068410553,2258.87,113,99%
76561198068411606,1739.1299999999999,87,94%
76561198068412011,6443.55,645,98%
76561198068412154,0.0,37,97%
76561198068413881,4877.5599999999995,244,99%
76561198068414954,439.56,44,100%
76561198068415474,6443.55,645,98%
76561198068420037,709.29,71,96%
76561198068420640,7.98,2,100%
76561198068421471,709.29,71,96%
76561198068423082,1739.1299999999999,87,94%
76561198068429707,14.97,3,100%
76561198068431277,259.74,26,100%
76561198068431839,1739.1299999999999,87,94%
76561198068433084,39.92,8,62%
76561198068434597,6443.55,645,98%
76561198068435558,1739.1299999999999,87,94%
76561198068437049,39.98,2,100%
76561198068439013,6443.55,645,98%
76561198068439794,6443.55,645,98%
76561198068441529,219.78,22,100%
76561198068442610,6443.55,645,98%
76561198068442781,1739.1299999999999,87,94%
76561198068444409,6443.55,645,98%
76561198068444646,19.99,1,100%
76561198068449774,6443.55,645,98%
76561198068451208,6443.55,645,98%
76561198068452728,6443.55,645,98%
76561198068457393,6443.55,645,98%
76561198068457422,6443.55,645,98%
76561198068457990,6443.55,645,98%
76561198068459426,389.87,13,100%
76561198068462002,0.0,82,89%
76561198068463066,2438.7799999999997,122,97%
76561198068463342,6443.55,645,98%
76561198068465194,39.92,8,62%
76561198068466535,1739.1299999999999,87,94%
76561198068469404,569.4300000000001,57,96%
76561198068471474,1739.1299999999999,87,94%
76561198068471608,6443.55,645,98%
76561198068472094,1739.1299999999999,87,94%
76561198068473754,599.6999999999999,30,93%
76561198068476575,6443.55,645,98%
76561198068479124,6443.55,645,98%
76561198068479373,6443.55,645,98%
76561198068479844,1739.1299999999999,87,94%
76561198068481390,6443.55,645,98%
76561198068482595,0.0,98,96%
76561198068483116,314.79,21,100%
76561198068485743,6443.55,645,98%
76561198068492230,38.97,3,100%
76561198068492466,1739.1299999999999,87,94%
76561198068493443,4877.5599999999995,244,99%
76561198068496423,709.29,71,96%
76561198068500978,29.97,3,100%
76561198068502194,6443.55,645,98%
76561198068502527,2438.7799999999997,122,97%
76561198068504715,239.88,12,100%
76561198068506034,6443.55,645,98%
76561198068510413,149.85,15,100%
76561198068512033,6443.55,645,98%
76561198068512179,6443.55,645,98%
76561198068516658,1739.1299999999999,87,94%
76561198068520412,6443.55,645,98%
76561198068521607,6443.55,645,98%
76561198068522104,6443.55,645,98%
76561198068523806,709.29,71,96%
76561198068526086,6443.55,645,98%
76561198068527286,709.29,71,96%
76561198068527920,1079.6399999999999,36,100%
76561198068529848,6443.55,645,98%
76561198068529924,6443.55,645,98%
76561198068530633,0.0,131,85%
76561198068533313,6443.55,645,98%
76561198068533909,9.99,1,100%
76561198068534161,409.59000000000003,41,98%
76561198068536859,6443.55,645,98%
76561198068538206,6443.55,645,98%
76561198068538521,6443.55,645,98%
76561198068541786,1274.49,51,98%
76561198068543807,429.57,43,98%
76561198068546969,1739.1299999999999,87,94%
76561198068547407,6443.55,645,98%
76561198068549385,6443.55,645,98%
76561198068549495,6443.55,645,98%
76561198068549781,6443.55,645,98%
76561198068550186,709.29,71,96%
76561198068552229,6443.55,645,98%
76561198068552457,1739.1299999999999,87,94%
76561198068552580,6443.55,645,98%
76561198068553966,6443.55,645,98%
76561198068555014,6443.55,645,98%
76561198068557717,2997.0,300,98%
76561198068559899,439.89000000000004,11,100%
76561198068560668,1739.1299999999999,87,94%
76561198068560827,3938.0299999999997,197,97%
76561198068563516,0.0,102,86%
76561198068564533,6443.55,645,98%
76561198068565388,709.29,71,96%
76561198068565589,6443.55,645,98%
76561198068566063,2258.87,113,99%
76561198068566302,6443.55,645,98%
76561198068568385,6443.55,645,98%
76561198068570173,6443.55,645,98%
76561198068575278,6443.55,645,98%
76561198068581171,0.0,127,94%
76561198068581244,6443.55,645,98%
76561198068586198,559.7199999999999,28,100%
76561198068588713,179.91,9,100%
76561198068591085,6443.55,645,98%
76561198068594802,6443.55,645,98%
76561198068595233,4877.5599999999995,244,99%
76561198068595949,2997.0,300,98%
76561198068596019,709.29,71,96%
76561198068596253,4877.5599999999995,244,99%
76561198068598712,29.97,3,100%
76561198068598811,6443.55,645,98%
76561198068600094,6443.55,645,98%
76561198068601242,1739.1299999999999,87,94%
76561198068601332,1739.1299999999999,87,94%
76561198068601535,89.91,9,89%
76561198068602678,2997.0,300,98%
76561198068603207,4877.5599999999995,244,99%
76561198068605782,2997.0,300,98%
76561198068605965,39.98,2,100%
76561198068606122,1739.1299999999999,87,94%
76561198068606322,2399.6,40,88%
76561198068606379,709.29,71,96%
76561198068606478,99.94999999999999,5,100%
76561198068611129,3868.7099999999996,129,98%
76561198068611843,6443.55,645,98%
76561198068612194,0.0,20,95%
76561198068612763,2258.87,113,99%
76561198068613434,1739.1299999999999,87,94%
76561198068615698,6443.55,645,98%
76561198068615754,6443.55,645,98%
76561198068618273,224.85,15,100%
76561198068618361,709.29,71,96%
76561198068618866,709.29,71,96%
76561198068620780,6443.55,645,98%
76561198068621601,644.57,43,93%
76561198068625055,219.78,22,100%
76561198068627363,99.9,10,100%
76561198068627832,4877.5599999999995,244,99%
76561198068628238,4877.5599999999995,244,99%
76561198068628381,2997.0,300,98%
76561198068628668,6443.55,645,98%
76561198068629653,2997.0,300,98%
76561198068629778,1739.1299999999999,87,94%
76561198068630147,19.99,1,no recommendation
76561198068630479,429.57,43,98%
76561198068630968,3599.1000000000004,90,91%
76561198068632857,1739.1299999999999,87,94%
76561198068636314,59.97,3,100%
76561198068637129,9.99,1,100%
76561198068640745,149.85,15,100%
76561198068644182,6443.55,645,98%
76561198068644976,6443.55,645,98%
76561198068649041,6443.55,645,98%
76561198068652660,119.92,8,100%
76561198068654613,6443.55,645,98%
76561198068654996,219.78,22,100%
76561198068659316,884.41,59,97%
76561198068660354,6443.55,645,98%
76561198068660679,9.99,1,100%
76561198068660878,6443.55,645,98%
76561198068662236,6443.55,645,98%
76561198068664336,6443.55,645,98%
76561198068665267,644.57,43,93%
76561198068665826,0.0,127,94%
76561198068666596,1739.1299999999999,87,94%
76561198068667319,19.99,1,100%
76561198068667696,6443.55,645,98%
76561198068669697,29.97,3,100%
76561198068672506,1739.1299999999999,87,94%
76561198068675426,559.7199999999999,28,100%
76561198068676686,1739.1299999999999,87,94%
76561198068681242,2258.87,113,99%
76561198068682025,0.0,54,91%
76561198068682871,1739.1299999999999,87,94%
76561198068683731,79.96,4,75%
76561198068685888,6443.55,645,98%
76561198068686766,4877.5599999999995,244,99%
76561198068688231,709.29,71,96%
76561198068688960,79.96,4,100%
76561198068689243,39.92,8,62%
76561198068691029,219.78,22,100%
76561198068692376,2997.0,300,98%
76561198068696167,6443.55,645,98%
76561198068698005,709.29,71,96%
76561198068702328,599.6999999999999,30,93%
76561198068702621,2258.87,113,99%
76561198068707356,0.0,223,96%
76561198068709974,6443.55,645,98%
76561198068715272,9.99,1,100%
76561198068715658,1739.1299999999999,87,94%
76561198068716175,4877.5599999999995,244,99%
76561198068717523,6443.55,645,98%
76561198068720032,219.89,11,100%
76561198068720340,4877.5599999999995,244,99%
76561198068721113,79.96,4,75%
76561198068723399,6443.55,645,98%
76561198068723507,29.97,3,100%
76561198068724177,4877.5599999999995,244,99%
76561198068727361,9.99,1,100%
76561198068728188,339.66,34,100%
76561198068731257,25662.88,1712,95%
76561198068733081,89.91,9,89%
76561198068733542,2997.0,300,98%
76561198068744583,6443.55,645,98%
76561198068744840,374.25,75,99%
76561198068746094,2997.0,300,98%
76561198068747650,6443.55,645,98%
76561198068748380,4877.5599999999995,244,99%
76561198068753732,1739.1299999999999,87,94%
76561198068755389,219.78,22,100%
76561198068756102,6443.55,645,98%
76561198068761622,6443.55,645,98%
76561198068763878,209.79,21,95%
76561198068765906,89.91,9,100%
76561198068768474,179.91,9,100%
76561198068771130,6443.55,645,98%
76561198068776833,6443.55,645,98%
76561198068777262,2258.87,113,99%
76561198068781107,6443.55,645,98%
76561198068781381,1739.1299999999999,87,94%
76561198068783456,179.91,9,100%
76561198068783959,1739.1299999999999,87,94%
76561198068784738,6443.55,645,98%
76561198068785086,1739.1299999999999,87,94%
76561198068791725,709.29,71,96%
76561198068792113,219.78,22,100%
76561198068793557,709.29,71,96%
76561198068793777,1739.1299999999999,87,94%
76561198068796421,1739.1299999999999,87,94%
76561198068800467,25662.88,1712,95%
76561198068803041,54.89,11,73%
76561198068803107,644.57,43,93%
76561198068806780,1739.1299999999999,87,94%
76561198068807355,199.89999999999998,10,100%
76561198068809454,3868.7099999999996,129,98%
76561198068809841,99.9,10,100%
76561198068810458,709.29,71,96%
76561198068811202,6443.55,645,98%
76561198068812185,1739.1299999999999,87,94%
76561198068813992,1739.1299999999999,87,94%
76561198068825441,1739.1299999999999,87,94%
76561198068828577,6443.55,645,98%
76561198068831727,149.85,15,100%
76561198068836720,39.98,2,100%
76561198068843268,6443.55,645,98%
76561198068845766,6443.55,645,98%
76561198068847822,709.29,71,96%
76561198068850154,4877.5599999999995,244,99%
76561198068852037,0.0,82,89%
76561198068852080,1739.1299999999999,87,94%
76561198068853111,0.0,98,96%
76561198068856000,709.29,71,96%
76561198068857221,709.29,71,96%
76561198068858437,2258.87,113,99%
76561198068861489,219.89,11,100%
76561198068862278,2997.0,300,98%
76561198068864216,709.29,71,96%
76561198068864279,89.91,9,89%
76561198068864433,6443.55,645,98%
76561198068864646,0.0,131,85%
76561198068866981,2399.6,40,88%
76561198068868721,6443.55,645,98%
76561198068869473,329.78000000000003,22,100%
76561198068872737,1739.1299999999999,87,94%
76561198068877094,854.4300000000001,57,96%
76561198068877778,24.950000000000003,5,100%
76561198068878439,6443.55,645,98%
76561198068879483,359.82,18,100%
76561198068880846,4877.5599999999995,244,99%
76561198068887314,6443.55,645,98%
76561198068890475,6443.55,645,98%
76561198068892076,1739.1299999999999,87,94%
76561198068894443,1739.1299999999999,87,94%
76561198068895703,1739.1299999999999,87,94%
76561198068899807,6443.55,645,98%
76561198068905217,1739.1299999999999,87,94%
76561198068906760,1739.1299999999999,87,94%
76561198068907068,6443.55,645,98%
76561198068907374,6443.55,645,98%
76561198068907406,6443.55,645,98%
76561198068911141,25662.88,1712,95%
76561198068916178,6443.55,645,98%
76561198068916192,709.29,71,96%
76561198068917386,103.92,8,100%
76561198068918004,6443.55,645,98%
76561198068918212,119.92,8,100%
76561198068919503,219.78,22,100%
76561198068920910,6443.55,645,98%
76561198068920925,1739.1299999999999,87,94%
76561198068921615,4877.5599999999995,244,99%
76561198068922268,6443.55,645,98%
76561198068922396,0.0,43,86%
76561198068922744,1739.1299999999999,87,94%
76561198068922804,19.98,2,100%
76561198068922872,644.57,43,93%
76561198068923331,6443.55,645,98%
76561198068924747,1739.1299999999999,87,94%
76561198068925594,0.0,82,89%
76561198068926063,6443.55,645,98%
76561198068927547,279.85999999999996,14,93%
76561198068929666,6443.55,645,98%
76561198068929748,1739.1299999999999,87,94%
76561198068930041,6443.55,645,98%
76561198068932603,99.94999999999999,5,100%
76561198068934902,4877.5599999999995,244,99%
76561198068935240,27.96,4,100%
76561198068939262,4877.5599999999995,244,99%
76561198068939671,0.0,54,91%
76561198068942117,199.89999999999998,10,100%
76561198068943631,6443.55,645,98%
76561198068945735,559.7199999999999,28,100%
76561198068947146,6443.55,645,98%
76561198068947831,279.72,28,96%
76561198068948623,2997.0,300,98%
76561198068951810,6443.55,645,98%
76561198068952127,89.91,9,89%
76561198068953573,6443.55,645,98%
76561198068953672,89.91,9,100%
76561198068955661,6443.55,645,98%
76561198068957650,103.92,8,100%
76561198068960493,2997.0,300,98%
76561198068962903,6443.55,645,98%
76561198068963068,29.97,3,100%
76561198068964564,99.9,10,100%
76561198068967296,1739.1299999999999,87,94%
76561198068968487,6443.55,645,98%
76561198068968878,39.98,2,100%
76561198068970520,219.78,22,100%
76561198068976095,439.89000000000004,11,100%
76561198068976644,709.29,71,96%
76561198068978197,219.78,22,100%
76561198068980147,6443.55,645,98%
76561198068980263,6443.55,645,98%
76561198068981362,2997.0,300,98%
76561198068981727,6443.55,645,98%
76561198068984950,219.78,22,100%
76561198068985258,79.96,4,100%
76561198068985504,109.89,11,91%
76561198068989977,0.0,127,94%
76561198068990827,29.97,3,100%
76561198068993707,179.91,9,100%
76561198068995383,6443.55,645,98%
76561198068996116,39.98,2,100%
76561198068996686,709.29,71,96%
76561198068998483,6443.55,645,98%
76561198069004689,139.92999999999998,7,100%
76561198069005048,2438.7799999999997,122,97%
76561198069007262,1739.1299999999999,87,94%
76561198069007957,3868.7099999999996,129,98%
76561198069011477,6443.55,645,98%
76561198069011555,599.6999999999999,30,93%
76561198069014241,1739.1299999999999,87,94%
76561198069014271,6443.55,645,98%
76561198069014327,219.78,22,100%
76561198069017806,4877.5599999999995,244,99%
76561198069020501,59.97,3,100%
76561198069021271,1739.1299999999999,87,94%
76561198069021389,2997.0,300,98%
76561198069021829,2997.0,300,98%
76561198069021834,224.85,15,100%
76561198069022183,709.29,71,96%
76561198069026253,1739.1299999999999,87,94%
76561198069026655,6443.55,645,98%
76561198069028254,6443.55,645,98%
76561198069028479,25662.88,1712,95%
76561198069029147,6443.55,645,98%
76561198069030549,2997.0,300,98%
76561198069030653,6443.55,645,98%
76561198069032355,709.29,71,96%
76561198069035966,25662.88,1712,95%
76561198069036644,149.85,15,100%
76561198069037365,26.97,3,100%
76561198069037541,54.89,11,73%
76561198069042690,2399.6,40,88%
76561198069046130,1739.1299999999999,87,94%
76561198069050565,6443.55,645,98%
76561198069053337,6443.55,645,98%
76561198069053806,219.78,22,100%
76561198069056363,709.29,71,96%
76561198069056901,2438.7799999999997,122,97%
76561198069059685,6443.55,645,98%
76561198069059947,29.98,2,100%
76561198069062368,6443.55,645,98%
76561198069063209,1739.1299999999999,87,94%
76561198069063506,6443.55,645,98%
76561198069063597,6443.55,645,98%
76561198069064022,6443.55,645,98%
76561198069064695,9.99,1,100%
76561198069065620,6443.55,645,98%
76561198069066120,4877.5599999999995,244,99%
76561198069075088,6443.55,645,98%
76561198069075422,24.950000000000003,5,100%
76561198069076906,1739.1299999999999,87,94%
76561198069077711,79.96,4,75%
76561198069079582,0.0,11,64%
76561198069080290,374.25,75,99%
76561198069082931,6443.55,645,98%
76561198069082998,644.57,43,93%
76561198069083075,6443.55,645,98%
76561198069087503,709.29,71,96%
76561198069088118,824.45,55,73%
76561198069088212,6443.55,645,98%
76561198069090382,2997.0,300,98%
76561198069090454,219.89,11,100%
76561198069090614,0.0,102,86%
76561198069090668,224.91,9,56%
76561198069091678,219.78,22,100%
76561198069092672,149.85,15,100%
76561198069093971,1739.1299999999999,87,94%
76561198069095558,6443.55,645,98%
76561198069096021,6443.55,645,98%
76561198069097517,409.59000000000003,41,98%
76561198069099637,6443.55,645,98%
76561198069100402,19.99,1,100%
76561198069100701,6443.55,645,98%
76561198069103416,1739.1299999999999,87,94%
76561198069104768,39.92,8,62%
76561198069105347,6443.55,645,98%
76561198069106917,1549.3799999999999,62,94%
76561198069107153,259.74,26,100%
76561198069110559,39.92,8,62%
76561198069112012,29.97,3,100%
76561198069113800,1739.1299999999999,87,94%
76561198069116261,1739.1299999999999,87,94%
76561198069118505,6443.55,645,98%
76561198069120356,6443.55,645,98%
76561198069121246,2399.6,40,88%
76561198069122227,6443.55,645,98%
76561198069122441,709.29,71,96%
76561198069122604,6443.55,645,98%
76561198069124080,1739.1299999999999,87,94%
76561198069126276,2258.87,113,99%
76561198069126909,25662.88,1712,95%
76561198069129828,6443.55,645,98%
76561198069131119,6443.55,645,98%
76561198069132107,6443.55,645,98%
76561198069132301,6443.55,645,98%
76561198069132853,709.29,71,96%
76561198069136777,709.29,71,96%
76561198069138620,6443.55,645,98%
76561198069139035,149.85,15,100%
76561198069141744,219.78,22,100%
76561198069143001,1739.1299999999999,87,94%
76561198069144126,6443.55,645,98%
76561198069147452,0.0,329,91%
76561198069149771,2997.0,300,98%
76561198069154712,6443.55,645,98%
76561198069157902,6443.55,645,98%
76561198069159558,1739.1299999999999,87,94%
76561198069160320,439.78,22,100%
76561198069161564,29.97,3,100%
76561198069162314,279.85999999999996,14,100%
76561198069162472,6443.55,645,98%
76561198069163682,644.57,43,93%
76561198069164241,3868.7099999999996,129,98%
76561198069165711,4877.5599999999995,244,99%
76561198069169878,6443.55,645,98%
76561198069170979,1739.1299999999999,87,94%
76561198069172038,409.59000000000003,41,98%
76561198069172206,6443.55,645,98%
76561198069172681,709.29,71,96%
76561198069174279,25662.88,1712,95%
76561198069177514,709.29,71,96%
76561198069177888,1739.1299999999999,87,94%
76561198069178362,6443.55,645,98%
76561198069178587,2997.0,300,98%
76561198069179256,619.6899999999999,31,97%
76561198069183109,6443.55,645,98%
76561198069183396,2438.7799999999997,122,97%
76561198069186570,6443.55,645,98%
76561198069186696,6443.55,645,98%
76561198069186785,389.87,13,100%
76561198069187826,0.0,120,82%
76561198069189057,4877.5599999999995,244,99%
76561198069189640,6443.55,645,98%
76561198069192591,6443.55,645,98%
76561198069195018,6443.55,645,98%
76561198069195551,6443.55,645,98%
76561198069205789,2258.87,113,99%
76561198069207168,219.78,22,100%
76561198069207594,709.29,71,96%
76561198069207633,6443.55,645,98%
76561198069209270,6443.55,645,98%
76561198069210185,6443.55,645,98%
76561198069210836,6443.55,645,98%
76561198069210999,2258.87,113,99%
76561198069213966,6443.55,645,98%
76561198069214352,709.29,71,96%
76561198069214448,29.97,3,100%
76561198069216092,259.74,26,100%
76561198069216709,0.0,3,100%
76561198069220114,0.0,8,100%
76561198069220396,709.29,71,96%
76561198069222881,25662.88,1712,95%
76561198069224386,4877.5599999999995,244,99%
76561198069228246,224.85,15,100%
76561198069228594,6443.55,645,98%
76561198069231817,219.89,11,100%
76561198069233575,2997.0,300,98%
76561198069234556,0.0,329,91%
76561198069237515,1739.1299999999999,87,94%
76561198069240071,709.29,71,96%
76561198069241312,219.89,11,100%
76561198069241406,59.96,4,75%
76561198069241765,6443.55,645,98%
76561198069243170,39.92,8,62%
76561198069243620,439.78,22,100%
76561198069244100,2997.0,300,98%
76561198069246126,0.0,28,43%
76561198069246821,6443.55,645,98%
76561198069247104,6443.55,645,98%
76561198069247216,6443.55,645,98%
76561198069249316,6443.55,645,98%
76561198069249549,6443.55,645,98%
76561198069250086,429.57,43,98%
76561198069254478,6443.55,645,98%
76561198069256786,1739.1299999999999,87,94%
76561198069263745,219.89,11,100%
76561198069266487,6443.55,645,98%
76561198069271631,1739.1299999999999,87,94%
76561198069272038,24.950000000000003,5,100%
76561198069274686,1739.1299999999999,87,94%
76561198069278752,709.29,71,96%
76561198069280339,709.29,71,96%
76561198069280440,1739.1299999999999,87,94%
76561198069281348,6443.55,645,98%
76561198069284186,6443.55,645,98%
76561198069291858,6443.55,645,98%
76561198069292338,1121.4,15,93%
76561198069294272,2438.7799999999997,122,97%
76561198069295118,4877.5599999999995,244,99%
76561198069295430,1739.1299999999999,87,94%
76561198069297632,179.91,9,100%
76561198069299144,49.95,5,100%
76561198069299984,709.29,71,96%
76561198069307028,6443.55,645,98%
76561198069308140,6443.55,645,98%
76561198069310020,6443.55,645,98%
76561198069324966,1739.1299999999999,87,94%
76561198069330724,1739.1299999999999,87,94%
76561198069330754,6443.55,645,98%
76561198069331337,6443.55,645,98%
76561198069334143,6443.55,645,98%
76561198069334653,6443.55,645,98%
76561198069343235,9.99,1,100%
